review_id,order_id,category,review_score,sentiment,theme,summary_en
537feb6003aacd1558f6902b37e6bf92,e6cdacd5274dbf478d422d7144e0e9b5,home_confort,1,negative,delivery,Customer has not yet received their product.
2d90bdb77533cae4c2957b2e9f315a91,622313cbbf2c6fb616025bc038e3bba6,small_appliances,1,negative,not_as_described,Seller advertised one product but delivered a different one.
2d90bdb77533cae4c2957b2e9f315a91,622313cbbf2c6fb616025bc038e3bba6,small_appliances,1,negative,wrong_or_missing_item,Seller advertised one product but delivered a different one.
228d4930edcfd910dce8c6e307d2ca5b,d8097587799efe19a24233909b0513c4,fashion_male_clothing,1,negative,wrong_or_missing_item,Received wrong product and unable to contact seller for resolution.
228d4930edcfd910dce8c6e307d2ca5b,d8097587799efe19a24233909b0513c4,fashion_male_clothing,1,negative,customer_service,Received wrong product and unable to contact seller for resolution.
8b0b1e80a008f0f23af15d9d021ad351,b3fd6f1d726da32abced71e3fc845e35,home_construction,1,negative,wrong_or_missing_item,Order delivered partially with three items still missing.
8b0b1e80a008f0f23af15d9d021ad351,b3fd6f1d726da32abced71e3fc845e35,home_construction,1,negative,delivery,Order delivered partially with three items still missing.
b4da3b9037daf7ea39dd8c4a8f675ef0,6854558dc4979ad704ccd9ff6a90e628,tablets_printing_image,1,negative,delivery,Product not received and no guidance on resolution or refund.
b4da3b9037daf7ea39dd8c4a8f675ef0,6854558dc4979ad704ccd9ff6a90e628,tablets_printing_image,1,negative,customer_service,Product not received and no guidance on resolution or refund.
fcb4ff0435f3586c6368f68136012ef3,867318eda451a721d23a5e0fbc82fcc9,costruction_tools_garden,1,negative,wrong_or_missing_item,Customer received only partial order and seeks resolution for missing items.
fcb4ff0435f3586c6368f68136012ef3,867318eda451a721d23a5e0fbc82fcc9,costruction_tools_garden,1,negative,customer_service,Customer received only partial order and seeks resolution for missing items.
6553387898aa41aaf1fb71231e116ba2,3446075ceaabd2c708b0108c2f4da282,industry_commerce_and_business,1,negative,other,Customer expresses strong dissatisfaction but provides no specific details.
bb6987a0ebc2d1585bdbaa358944d951,e4c2e14a7b74c353045f9b611e4e87f7,fashion_shoes,1,negative,product_quality,Product failed quality control standards.
1423215eed6d01c93ef94d2ebae1aade,f6ba2b603300f7bd6e7014a602fae719,fashion_male_clothing,1,neutral,other,Customer will change rating if everything works out correctly.
09fc7c8705a3face8b43c173a89bc54d,ffa1dd31c0e1fd3a1248fe23238eccd5,air_conditioning,1,negative,wrong_or_missing_item,Customer cancelled order but seller shipped product anyway. Wants return.
09fc7c8705a3face8b43c173a89bc54d,ffa1dd31c0e1fd3a1248fe23238eccd5,air_conditioning,1,negative,customer_service,Customer cancelled order but seller shipped product anyway. Wants return.
7c0de218885cc260013e84382ecff66c,fb22db4615517f44f8312846412a25bf,construction_tools_lights,1,negative,delivery,Delivery was delayed.
cc447715e2aec11c07298c307536d02c,19fbc3165fe906b098d02a6bc25d5318,furniture_living_room,1,negative,wrong_or_missing_item,Received table feet with same height instead of different heights as ordered.
cc447715e2aec11c07298c307536d02c,19fbc3165fe906b098d02a6bc25d5318,furniture_living_room,1,negative,not_as_described,Received table feet with same height instead of different heights as ordered.
775c3bf98315bdddc4df1379632ce717,05aacaaec38544ee11d42a69bc098d4b,fashio_female_clothing,1,positive,praise,"Product exceeded expectations, no words to describe satisfaction."
fed3e2adff643926618ee94bb2fc5610,b37fc42b9b16ca9e092edcf0c06bd1f5,kitchen_dining_laundry_garden_furniture,1,negative,delivery,Order not delivered. Customer cannot reach support by phone urgently.
fed3e2adff643926618ee94bb2fc5610,b37fc42b9b16ca9e092edcf0c06bd1f5,kitchen_dining_laundry_garden_furniture,1,negative,customer_service,Order not delivered. Customer cannot reach support by phone urgently.
b7d03880a3ed8bf093567e511703378d,f01954cab76ef5d938d291d2f1d201e5,home_appliances_2,1,negative,delivery,Order was not delivered. First time this has happened.
38d8018750b66db86d1ffff4c78ae209,4883042a7a5f22fee4e519f15da7f9e2,books_general_interest,1,negative,delivery,Site shows delivered but customer did not receive the product.
38d8018750b66db86d1ffff4c78ae209,4883042a7a5f22fee4e519f15da7f9e2,books_general_interest,1,negative,wrong_or_missing_item,Site shows delivered but customer did not receive the product.
91c74885288d4c0dd35fcf95841bce3c,492bed007520827cbed51959e4ce4385,home_construction,1,negative,not_as_described,Product received but arrived in wrong color.
91c74885288d4c0dd35fcf95841bce3c,492bed007520827cbed51959e4ce4385,home_construction,1,negative,wrong_or_missing_item,Product received but arrived in wrong color.
9c8009f137e9b0e34dc23f6aa6e73d2a,5de59551c282b892ae9ff238fd557145,market_place,1,negative,delivery,Customer has not received their product yet.
33bc65b0286e93b8cbfdd377c93bea14,204db9688bc8186b733dc3104b6616bc,industry_commerce_and_business,1,neutral,delivery,Customer still waiting for product to arrive.
3fc3a51ee4c3103dbb5ec0f505703457,0a0e76ba55e310fd24657a1f532b97c1,kitchen_dining_laundry_garden_furniture,1,negative,delivery,"Second purchase of same product; first order was cancelled due to non-delivery, still waiting."
3fc3a51ee4c3103dbb5ec0f505703457,0a0e76ba55e310fd24657a1f532b97c1,kitchen_dining_laundry_garden_furniture,1,negative,customer_service,"Second purchase of same product; first order was cancelled due to non-delivery, still waiting."
7e211924b558886ca5625fa3f1e41536,a316eee6dacbc0393c28dff3568a67ee,home_confort,1,negative,delivery,"Package stuck at postal service, delivery issue remains unresolved."
3fcdc59670b97dcbf747e0a9d6888fd4,a47613180529472d74824b41a0564e3f,home_confort,1,negative,product_quality,"Poor quality towel, not fluffy as advertised in description."
3fcdc59670b97dcbf747e0a9d6888fd4,a47613180529472d74824b41a0564e3f,home_confort,1,negative,not_as_described,"Poor quality towel, not fluffy as advertised in description."
5019d7917a42dffada45a7ec6ae22b62,e2e85885a15f712ba00eb35cf5be7cfd,air_conditioning,1,neutral,wrong_or_missing_item,"Wrong product received, seller initiated exchange, awaiting correct ventilator."
5019d7917a42dffada45a7ec6ae22b62,e2e85885a15f712ba00eb35cf5be7cfd,air_conditioning,1,neutral,customer_service,"Wrong product received, seller initiated exchange, awaiting correct ventilator."
d444f85bcbe316b861d079e4a9bdab2a,a21488f55d20f5d8ff41c2f3a2408cb6,market_place,1,negative,wrong_or_missing_item,Product arrived incomplete; unable to contact seller for resolution.
d444f85bcbe316b861d079e4a9bdab2a,a21488f55d20f5d8ff41c2f3a2408cb6,market_place,1,negative,not_as_described,Product arrived incomplete; unable to contact seller for resolution.
d444f85bcbe316b861d079e4a9bdab2a,a21488f55d20f5d8ff41c2f3a2408cb6,market_place,1,negative,customer_service,Product arrived incomplete; unable to contact seller for resolution.
3f8375484a2a0b2a50d55054a81a0ce8,1ce0d4e564057882e017216607a2c196,audio,1,negative,not_as_described,Product not recognized by computer despite updated drivers.
3f8375484a2a0b2a50d55054a81a0ce8,1ce0d4e564057882e017216607a2c196,audio,1,negative,product_quality,Product not recognized by computer despite updated drivers.
48635a2309c53c26a875c9417d4916aa,94c753ff371f05e68a157809f9cda46d,audio,1,negative,not_as_described,Product received did not match specifications listed.
74818bfe63efcf28bf371f9e26162bb5,26543fb8b34f4547bcbbd431f998ee76,home_confort,1,negative,delivery,Customer unable to review product as it was not received.
65172425abbfdcccee4d4f399e85006d,4b8332fdbf824168f691498b79e5e556,fashion_male_clothing,1,negative,not_as_described,Received wrong size due to site measurements. Customer service refused exchange or cancellation.
65172425abbfdcccee4d4f399e85006d,4b8332fdbf824168f691498b79e5e556,fashion_male_clothing,1,negative,customer_service,Received wrong size due to site measurements. Customer service refused exchange or cancellation.
65172425abbfdcccee4d4f399e85006d,4b8332fdbf824168f691498b79e5e556,fashion_male_clothing,1,negative,wrong_or_missing_item,Received wrong size due to site measurements. Customer service refused exchange or cancellation.
6190dda671a785cc91f6a151773ce4fb,2e83b6485b7379a38d52f8cbb8a1bcc7,furniture_living_room,2,negative,wrong_or_missing_item,"Wrong color, open packaging, chair arrived with rat droppings."
6190dda671a785cc91f6a151773ce4fb,2e83b6485b7379a38d52f8cbb8a1bcc7,furniture_living_room,2,negative,damaged,"Wrong color, open packaging, chair arrived with rat droppings."
6190dda671a785cc91f6a151773ce4fb,2e83b6485b7379a38d52f8cbb8a1bcc7,furniture_living_room,2,negative,not_as_described,"Wrong color, open packaging, chair arrived with rat droppings."
4ba5b0ecd10c4a46a58493b5ab2547f6,c19c55592299c2b3c838a4b77b639ed3,fashion_shoes,2,negative,delivery,Store takes money but fails to deliver merchandise to customers.
4ba5b0ecd10c4a46a58493b5ab2547f6,c19c55592299c2b3c838a4b77b639ed3,fashion_shoes,2,negative,customer_service,Store takes money but fails to deliver merchandise to customers.
5b223e3c1d90dce36559f0d6101c5f29,1312c3e9b13335ff82ee5ee0599e9e60,fashio_female_clothing,2,negative,delivery,Slow delivery and expensive shipping costs disappointed the customer.
5b223e3c1d90dce36559f0d6101c5f29,1312c3e9b13335ff82ee5ee0599e9e60,fashio_female_clothing,2,negative,price_value,Slow delivery and expensive shipping costs disappointed the customer.
4ae065a9ed27676994e75f0f0f3bab4c,42b4cc626bcba589ae76151155a70a19,furniture_living_room,2,negative,product_quality,"Product has assembly problems, cannot be used, awaiting replacement."
4ae065a9ed27676994e75f0f0f3bab4c,42b4cc626bcba589ae76151155a70a19,furniture_living_room,2,negative,not_as_described,"Product has assembly problems, cannot be used, awaiting replacement."
4ae065a9ed27676994e75f0f0f3bab4c,42b4cc626bcba589ae76151155a70a19,furniture_living_room,2,negative,customer_service,"Product has assembly problems, cannot be used, awaiting replacement."
e9dce1af06ccd06a9423148036b7af88,54787cae1cb90fdafe197fe2bc300cd0,fixed_telephony,2,negative,product_quality,Product arrived but did not work as expected.
e9dce1af06ccd06a9423148036b7af88,54787cae1cb90fdafe197fe2bc300cd0,fixed_telephony,2,negative,not_as_described,Product arrived but did not work as expected.
016f9e36942a6c358e497569647af6ba,eb7aac057d7c17adb860b770451ae250,furniture_living_room,2,negative,wrong_or_missing_item,Ordered two shelves but received only one despite fast delivery.
016f9e36942a6c358e497569647af6ba,eb7aac057d7c17adb860b770451ae250,furniture_living_room,2,negative,delivery,Ordered two shelves but received only one despite fast delivery.
80f1340fba5fdae06be5b19a498541b0,fb2dccfadca8cd6ebddc5d10ae48d1f7,agro_industry_and_commerce,2,negative,wrong_or_missing_item,Ordered two items but received only one.
c330f4e722e633eeb0321c2171f51eae,e1a9a4e68f9e918e0b27952d64dc51f8,kitchen_dining_laundry_garden_furniture,3,negative,damaged,Product arrived damaged with crushed box despite proper packaging.
